Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
Makery,,,Anden sin Lamite,Spain,"Carretera Cuesta Taco, 67-69 Municipio San Cristobal de La Laguna, Tenerife, Spain",,,,Fab Lab,Fablab,,http://andensinlimite.org,,,28.4515,-16.2937,,,,,,,,,,,,,,,,,https://www.facebook.com/andensinlimite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Antibes NavLab,France,"Antibes, 3 Boulevard Wilson 6600, 3 Boulevard du President Wilson, 06600 Antibes","Antibes, Provence-Alpes-C—_te d'Azur",,"The NavLab is a FabLab specialized in maritime projects and luxury yacht electronics maintenance. We are now open... come for a visit! The NavLab is a digital manufacturing community workshop specialized in maritime projects. It is a mix between a FabLab, a co-working open space and a nautical laboratory.



There you will be able to use 3D printers, vinyle cutters and CNC milling machines, among other cool equipment to work on your projects, using the dedicated openSpace or individual workshops depending on your needs.



Like other FabLabs these __ fabrication laboratories _Î, it aims to provide a place for meeting and sharing knowledge about digital manufacturing technologies, while providing workspace and tools. It is open to all, to experiment, learn, build together and share each other skills.



Whatever your level of technology and your project are, you can come to the NavLab to __ learn by making _Î, using tools such as 3D printers, digital milling machines, vinyle cutting machines and other computer controlled tools, working with wood, fabrics, plastics, paper and even metal.



We are open since July 2014. You're welcome to pass by and have a look :)",Fab Lab,fab lab,fablab@navlab.fr,http://navlab.avitys.com/projets,33972472768,"<http://navlab.avitys.com/boutique>, <https://www.youtube.com/playlist?list=PLxk8EtJl46CluaL47zJRbjvDHkp11_YL1>, <http://imaginationforpeople.org/fr/project/le-navlab-un-fablab-nautique-a-antibes/>, <http://www.kisskissbankbank.com/navlab>, <http://www.viadeo.com/v/company/navlab>",43.5794445,7.1206983,"three_d_printing, vinyl_cutting,  ",The NavLab is a FabLab specialized in maritime projects and luxury yacht electronics maintenance. We are now open... come for a visit!,https://www.fablabs.io/navlab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,Africa,ARO Fablab,Kenya,"Action Resort for Change (ARC Kenya), P.O.Box 3188, Milimani Kisumu, Off KBC Opposite Claris House Hotel","Ndori, Kisumu",,"A fabrication laboratory (Fablab) is a small scale workshop with the tools to make almost anything. This includes technology-enabled products generally perceived as limited to mass production. 
  
  Fab Lab now empowers individuals to create smart devices for themselves. These devices are tailored to local or personal needs in ways that are practical and economical. 
  
  The Fab Lab program is part of the MIT's Center for Bits and Atoms (CBA) which broadly explores how the content of information relates to its physical representation.
  
  ARO Fablab Kenya West was launched on 9th October 2009. 
  
  ARO Fablab Kenya West is now an educational center and anybody who feels like using the lab do that without restrictions.",Fab Lab,"HackerSpaces,Technology Hubs, fab labs","raoul@waag.org, arc_kenya@yahoo.com",http://www.arc-kenya.org/index.php/aro-green-sacco/fablab,"ARC Kenya Office: Tel: +254-057-2020101
 Mobile: Tel: +254-732602379",https://africahubs.crowdmap.com/reports/view/41 <http://www.fablab.co.ke/>,-0.09516,34.74733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Ars Electronica / Futurelab,Austria,Ars Electronica Futurelab Ars Electronica Linz GmbH Ars-Electronica-Straae 1 4040 Linz,,,,Fab Lab,fablab,,http://www.aec.at/futurelab/en,,,48.3097,14.2843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Art3Fact,France,"Pulseo, 1 Avenue de la Gare, 40100 DAX",,,,Fab Lab,Fablab,,,,,43.7203,-1.05188,,,,,,,,,,,,,,,,,https://www.facebook.com/art3factlab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,artfabrique,France,"Centre culturel numerique Saint-Exupery, Esplanade Andre Malraux, Chaussee Bocquaine",,,,Fab Lab,"Fablab, Art",,http://www.saintex-reims.com/artmachine/#fabrique,,,49.2427,4.03016,,,,,,,,,,,,,,,,https://twitter.com/SaintexReims,https://www.facebook.com/saintexreims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Artisans Asylum,United States,"10 Tyler St., Somerville, MA",,,,Fab Lab,Fablab,,http://artisansasylum.com/,,,42.3814,-71.1051,,,,,,,,,,,,,,,,https://twitter.com/artisansasylum,https://www.facebook.com/ArtisansAsylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makery, open, hacker",Non-Profit,North America,AS220 Labs,United States,"131 Washington St,  2903, We are located in downtown Providence, on the 1st and 2nd floors of the Mercantile Block, 131 Washington St. To access our entrance at the rear of the Mercantile, take Lucie Way, the pedestrian walkway abutting the AS220 Project Space gallery at 93 Mathewson St. You will pass rear entrances for our tenants: The Stable, and Viva Mexico!, as well as a general building entrance for residents. If coming from the opposite direction our entrance is the set of doors just beyond the AS220 Printshop.  We share an entrance with AS220 Media Arts Lab.



Lucie Way features a bike rack (a custom AS220 bike rack no less) for your convenience. For detailed directions to the Mercantile Block and/or information on parking in downtown Providence, please visit the Contact, Hours & Directions page



Handicap Access at AS220 Labs The Mercantile Block is equipped with elevator access via the building's front entrance. One of the Shop's Monitors, Staff Members, or our Keymembers can buzz you into the building. Please contact us with any specific concerns regarding accessibility.",Providence,, ,Fab Lab,fablab,info@as220.org,http://www.as220.org/labs/blog/fab-lab,,https://www.facebook.com/AS22O,41.8228,-71.4153,,,,,,,,,,,,,1958,,,,,,,,,,,,,,,,,,,,,,,Sean,Daly,CEO,http://movement.open.co/sites/default/files/styles/medium/public/as220-labs.jpeg?itok=Wq_Z7DGs,"Making, Learning","Community, Tech, Culture",Physical,Local,,,,,131 Washington St,,Rhode Island,Providence,2903,"131 Washington St,  Rhode Island, Providence, 2903","An artist-run organisation committed to providing an unjuried and uncensored forum for the arts. It offers artists opportunities to live, work, exhibit and perform in its facilities, which also include several rotating gallery spaces, a performance stage and a black-box theater.",Makerspace,41.8239891,-71.4128343,,,,,,,,
fab_lab,,Europe,Atelier Pobot,France,"190 Rue Frederic Mistral, Centre International de Valbonne - Agora 6560, In Agora building, ground floor near the cinema","Valbonne, Alpes-Maritimes",,"Design and fabrication of robots for spreading sciences and technologies through open source and open hardware projects. Part of the Association Pobot non-profit organization, the Atelier is the makerspace offering Fab Lab services to geeks, scientists and artists interested in mechatronics, motorized domotics and robotics. It is one of the first Fab Lab initiative among the ones on the French Riviera.



Open to any kind of public from 8 to 88 without restrictions of pre-requisite knowledges, its members share information and know-how about fabrication in an open way. 



No professionnal nor personal projects unless they are related to robots and widely published in an open way.",Fab Lab,fab lab,contact@pobot.org,,33624027591,,43.6206522,7.0416075,", ",Design and fabrication of robots for spreading sciences and technologies through open source and open hardware projects.,https://www.fablabs.io/pobot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Ateneu de Fabricaci—¥ les Corts,Spain,"80 Carrer de Novell, Barcelona 08014",,,,Fab Lab,fablab,,http://www.ateneupopulardelescorts.org,,,41.384,2.13524,,,,,,,,,,,,,,,,http://twitter.com/ateneulescorts,http://www.facebook.com/pages/Ateneu-Popular-de-les-Corts/155035877883165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Atrak'Art,Slovakia,ATRAKT ART Gallayova 43 841 02 Bratislava,,,,Fab Lab,fablab,,http://www.atrakt.sk/,,,48.1943,17.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planned_fab_lab,,USA,Aurora Public Library Fab Lab,United States,"1 E Benton St,  60505, We are moving into a new building 1 block away, but for the time being, this address is accurate.","Aurora, Illinois", Illinois, ,Fab Lab,Fab Lab,marksloan@aurorapubliclibrary.org,,632-264-4255,,41.7561,-88.3173,"three_d_printing, cnc_milling, circuit_production, laser, vinyl_cutting, ",,https://www.fablabs.io/aurorapubliclibraryfablab,,,,,,,,,,,,,,,,,,,,,,"-88.31731, 41.756124",,"101 S River St, Aurora, IL 60506, United States","41.757169, -88.319988",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,af97426df6c0336dfd92cd684822d12e1e40c05c,ChIJsb8d6q36DogRG4_nVZFdv9c,Aurora Public Library,,,"[u'library', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,AV Lab,France,"Le Shadok/Fabrique du Numerique, 1er etage, 25 presqu'—™le Malraux, 67000 Strasbourg",,,,Fab Lab,fablab,,http://av-lab.net/,,,48.5742,7.76025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",Entrepreneur,Europe,AV-Lab,France,"37 rue des fr—ùres,  67000, ",Strasbourg,, AV Lab is the Fablab of Strasbourg. It's a laboratory of experimentation where everybody can come and build whatever he wants using prototyping Machines.,Fab Lab,fab lab,av.exciters@gmail.com,http://www.av-exciters.com/AV-Lab,,https://www.facebook.com/pages/AV-Lab-Fablab-Strasbourg/533079340054311?fref=photo,48.58313058,7.754062742,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,,,,,,,,François,Kormann,Founder,http://movement.open.co/sites/default/files/styles/medium/public/av-lab.jpeg?itok=0NQ9j1_Z,"Making, Learning","Community, Tech",Physical,Local,,,,,4 rue de la Douane,,Alsace,Strasbourg,67000,"4 rue de la Douane,  Alsace, Strasbourg, 67000","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,48.58313058,7.754062742,,,,,,,,
Makery,,,BABY LAB,Cote d'ivoire,"Abobo, Habitat, Abidjan, 225, C—_te D'Ivoire",,,,Fab Lab,Fablab,,,,,5.41905,-4.02046,,,,,,,,,,,,,,,,https://twitter.com/BabyLabCI,https://www.facebook.com/pages/BABY-LAB/521682421296959?sk=timeline&ref=page_internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Baltan Laboratories,Netherlands,"Torenallee 45, SWA Building, 8th floor. 5617 BA Eindhoven.",,,,Fab Lab,fablab,,http://www.baltanlaboratories.,,,51.4467,5.45689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,BantaLabs,Senegal,"BP 355, Saint Louis, Senegal",,,,Fab Lab,Fablab,,http://bantalabs.com/,,,16.0618,-16.4229,,,,,,,,,,,,,,,,https://twitter.com/bantalabs,https://www.facebook.com/bantalabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Basque fab Lab ( power by Denokinn),Spain,"El —Årbol Kalea, 26 48980 Santurtzi Bizkaia,  48370, Es el edificio de madera.","Santurtzi ( Antes Bermeo), Basque Country",, ,Fab Lab,fab lab,,https://twitter.com/basquefablab,,"<https://www.facebook.com/pages/Basque-Fab-Lab/301650463329346>, <http://www.basquefablab.com>, <>, <>, <>",43.3200563,-3.0456292,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",,https://www.fablabs.io/basquefablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,BC3 FAB LAB BUTLER,United States,"Butler County Community College, PO Box 1203 16003, BC3 FAB LAB is located on the second floor in T-216 of the Science and Technology building","Butler, PA", PA,"The BC3 Fab Lab (BC3FL) exists to promote ingenuity, invention and inspiration by introducing students and community to modern prototyping and fabrication equipment. 850 square feet of digital bliss that includes:

___	3D Printing

___	Soldering Stations

___	Laser Cutting and Engraving

___	Vinyl Cutter (not yet purchased)

___	CNC Router

___	Electronics Fab and Testing Equipment

___	Polycom Videoconferencing Bridge

___	Roland MDX-40A mini mill/contact scanner

___	Next Engine Laser Scanner

___	Plastic Injection

___	Thermo-vacuum forming

___	Networked workstations and full suite of software tools supporting both open source and commercial",Fab Lab,Fab Lab,mike.aikens@bc3.edu,http://guitarbuilding.org ,Room T-216,,40.8264,-79.9116,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","The BC3 Fab Lab (BC3FL) exists to promote ingenuity, invention and inspiration by introducing students and community to modern prototyping and fabrication equipment.",https://www.fablabs.io/bc3fablabbutler,,,,,,,,,,,,,,,,,,,,,,"40.826437, -79.911644",,"107 College Dr, Butler, PA 16002, United States","40.8324813, -79.9122738",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,1460cd33c61d5b8cfb1a4a8fb945788939460f28,ChIJ0crQ7lGdNIgRt3c1OyeyZIM,Butler County Community College,,3.8,"[u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Beach Lab Sitges,Spain,"Passeig de la Ribera 46, Sitges, Catalonia, 08870",,,,Fab Lab,Fablab,, http://fablabsitges.org,,,41.2346,1.80673,,,,,,,,,,,,,,,, http://twitter.com/fablabsitges, http://www.facebook.com/fablabsitges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",Academic,Europe,BEC Fab Lab,,"Unit 4, Derwent Mills Commercial Park, Wakefield Rd CA13 0HT, ",Allerdale,," The objective of the BEC Fab Lab is to help develop a community of inventors, entrepreneurs and enthusiasts who will benefit both from the facilities and the interaction it will provide, in the process helping to stimulate economic growth. Encouraging innovation is a significant part of the West Cumbria Economic Blueprint ___ a document which sets out a long-term vision for the region's development based around low carbon energy.",Fab Lab,fab lab,Becfablab@gmail.com,http://becfablab.org/,,https://www.facebook.com/pages/BEC-Fab-Lab/,54.6671405,-3.3664832,,,,,,,,,,,,,2014,,,@becfablab,,,,,,,,,,,,,,,,,,,,,,,http://movement.open.co/sites/default/files/styles/medium/public/bec-fab-lab.png?itok=XzagqJRA,"Learning, Making, Working, Sharing, Trading, Mentoring","Tech, Community, Youth, Design, Education",Physical,Local,,,,,Unit 4 Derwent Mills Commercial Park,Cockermouth,Cumbria,Allerdale,CA13 0HT,"Unit 4 Derwent Mills Commercial Park, Cockermouth, Cumbria, Allerdale, CA13 0HT","A Fab Lab is a place where anybody can make virtually anything. ""There are Fab Labs opening across the world and we are lucky enough to have BEC Fab Lab here in West Cumbria. It has two bases; one in Cockermouth on Derwent Mills Enterprise Park and one at the West Lakes Academy in Egremont.""",Makerspace,54.6671405,-3.3664832,,,,,,,,
fab_lab,,USA,Bellingham High School Tech Lab,United States,"2020 Cornwall Ave,  98225, ","Bellingham, ", Washington,"CAD Design, 3D printing, cnc milling, cnc vinyl plotter, large format color printer, 3 axis cnc metal mill, metal forming, robotics, electronics and various ""shop"" tools We are a public high school ""shop"" serving greater Bellingham.  Our mission is to transform education by exposing students to emerging technologies and challenging their problem solving abilities across a broad spectrum.  We engage in design, manufacture, redesign and refinement as a regular practice.  Our current course offerings are Engineering Technology 1,2,3 as well as Applied Physics and Robotics Engineering.  



We are a proud contributor to the E-nable project.  The lab also hosts Summer Tech Camps for 4th and 5th graders.  These camps extend our reach and raise funds for our Engineering Club.



Our nearly 4000 sq ft FABLAB facility includes a 28 station dedicated CAD lab with three 3D printers, a Roland GX-24 Vinyl cutter and a full color large format printer as well as a separate lab work area with 32 work stations, two Epilog laser engravers, a 48""X96"" Shopbot cnc router, ProLight 3 axis mill, sheet metal brake/shear/roller, vacuum bag table for laminate/fiberglass/carbon fiber projects, drill presses, band saws and various hand tools.",Fab Lab,Fab Lab,paul.clement@bellinghamschools.org,https://www.facebook.com/pages/Bellingham-High-School-Tech-Lab,360-647-6470 ext 7152,"<https://sites.google.com/site/clementbhs/>, <>, <>, <>, <>",48.7565,-122.473,"three_d_printing, cnc_milling, laser, precision_milling, vinyl_cutting, ","CAD Design, 3D printing, cnc milling, cnc vinyl plotter, large format color printer, 3 axis cnc metal mill, metal forming, robotics, electronics and various ""shop"" tools",https://www.fablabs.io/bellinghamhighschooltechlab,,,,,,,,,,,,,,,,,,,,,,"48.7565231, -122.4734244",,"2020 Cornwall Ave, Bellingham, WA 98225, United States","48.7566896, -122.4742389",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,11718dca0fcd6fde762f6b4302f7b0e033c99c55,ChIJ65YdxZmjhVQRYyYums3lTsw,Bellingham High School,,,"[u'school', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
open euro list,,,Betahaus,Germany,"Prinzessinnenstraae 19/20, 10969 Berlin","Berlin, K_ln, Hamburg",,,Fab Lab,Fablab,event@betahaus.de,http://betahaus.de,,http://www.betahaus.com/,52.5026,13.4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10969,,,,,,,,,,,,,
fab_lab,,Europe,Bio-Fab,France," CRBM-IGMM-CPBS - CNRS 1919 Route de Mende,  34090, ","Montpellier, ",,"We make application for biology research Our Fab-Lab consists of a community of scientists and students involved in public research in the field of biology.



Notre Fab-Lab est constitue d'une communaute de scientifiques et d'etudiants qui font de la recherche publique dans le domaine de la biologie. ",Fab Lab,fab lab,jean.casanova@crbm.cnrs.fr,http://www.crbm.cnrs.fr/index.php/fr/news-du-s-e-m/417-bio-fab,434359571,,43.6369394,3.8661468,"three_d_printing, precision_milling,  ",We make application for biology research,https://www.fablabs.io/biofab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,Makery",Academic,Africa,Bloemfontein Central University of Technology Fab Lab,South Africa,"Located at the Office of Technology Management and Science Park of the Central University of Technology (CUT), Free State
  Corner Victoria Rd & Kolbe Ave, Bloemfontein","Bloemfontein, Free State",,,Fab Lab,"University Tech Labs, fab labs","gjordaan@cut.ac.za, ddupreez@cut.ac.za",http://www.cut.ac.za/fablab/,"051 507 3582, Director: Technology and Innovation
  Prof. Jorrie Jordaan
  Tel: 'Tel: +27 51 507 3580 | E-mail: gjordaan@cut.ac.za",https://www.facebook.com/pages/SA-FabLab-Network/301710489846453,-29.123954,26.211352,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,Jorrie,Jordaan,Director,http://movement.open.co/sites/default/files/styles/medium/public/bloemfontein-fablab.jpeg?itok=limAwGdx,"Making, Learning","Community, Tech",Physical,Local,,,,,Central University of Technology,Corner Victoria Rd & Kolbe Ave,Free State,Bloemfontein,9301,"Central University of Technology, Corner Victoria Rd & Kolbe Ave, Free State, Bloemfontein, 9301","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,-29.118349,26.22492,,,,,,,,
Makery,,,BongoHive,Zimbabwe,"25 Mpulungu Road, Olympia, Lusaka",,,,Fab Lab,Fablab,,http://bongohive.co.zm/,,,-15.3918,28.3042,,,,,,,,,,,,,,,,https://twitter.com/BongoHive,https://www.facebook.com/bongohive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,Existing space,,Brasilia Fab Lab,Brazil,"CLN 305, Bl B, Sala 06, Subsolo 70737-520, ","Brasilia, DF",,"Brasilia Fab Lab is a place where ideas turn into reality. We believe in sharing knowledge and tools to stimulate innovation in our community. Together we will think, create and make. Brasilia Fab Lab is a place where ideas turn into reality. We believe in sharing knowledge and tools to stimulate innovation in our community. Together we think, create and make.



We are open as a coworking space Mon-Thurs 4pm-10pm and Fri-Sat 2pm-6pm. Saturday is our open day. Courses and workshops are offered at night. Our team of designers and engineers are also open for consulting on awesome projects involving digital fabrication, electronics, woodworking and whatever else you need.",Fab Lab,Fab Lab ,contato@brasiliafablab.com.br,www.brasiliafablab.com.br/,'+55 (61) 3034-7073,"<https://www.facebook.com/bsbfablab>, <http://www.brasiliafablab.com.br>, <>, <>, <>",-15.7747,-47.885,"three_d_printing, cnc_milling, laser, vinyl_cutting,  ","Brasilia Fab Lab is a place where ideas turn into reality. We believe in sharing knowledge and tools to stimulate innovation in our community. Together we will think, create and make.",https://www.fablabs.io/brasiliafablab,,,,,,,,,,,,,,,,,,,,,,"21_ 1' 23"", -89_ 38' 23""","-47.885,-15.7747",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ananse,,Africa,Bright Youth Council Fab Lab,South Africa,"Block TT, Soshanguve, Gauteng, 0152, South Africa",Soshanguve,,,Fab Lab,fab labs,fabsosh@gmail.com,http://www.fablab.co.za/index.php?option=com_content&view=article&id=6&Itemid=30,072 979 6384,https://www.fablabs.io/brightyouthcouncil <http://blogs.fabfolk.com/sosh>,-25.5562361,28.0653333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fab_lab, open",,Europe,BUDA::lab,Belgium,"Dam 2a,  8500, ","Kortrijk, ",,"BUDA::lab is an open makerspace where makers, designers, students and individuals can come to amke, take workshops, meet, be challenged and inspire each other.´Through a large collection of analog and digital machines, we unite newbies and experts from different sectors and disciplines to create synergies.",Fab Lab,fab lab,,http://www.budalab.be,,https://www.fablabs.io/budalab,50.8316389,3.264044188,"three_d_printing, cnc_milling, laser, vinyl_cutting,  ",,https://www.fablabs.io/budalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Buildbrighton,United Kingdom,Rodhus Studios (back entrance) - Freehold Terrace -Brighton,,,,Fab Lab,fablab,,http://www.buildbrighton.com/,,,50.8382,-0.12707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",Entrepreneur,Europe,CabFabLab,Netherlands,", ",The Hague,, ,Fab Lab,fab lab,info@fablabdenhaag.nl,http://www.cabfablab.nl/fablab-den-haag/about-us/index.php,,,52.0704978,4.3006999,,,,,,,,,,,,,2007,,,https://twitter.com/cabfablab,,,,,,,,,,,,,,,,,,,,Alex,Schaub,Board,http://movement.open.co/sites/default/files/styles/medium/public/cabfablab.jpeg?itok=yt2yd7eb,"Making, Learning","Community, Tech",Physical,Local,,,,,Saturnusstraat 89A,,South Holland,The Hague,2516AG,"Saturnusstraat 89A,  South Holland, The Hague, 2516AG","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,52.0704978,4.3006999,,,,,,,,
fab_lab,,USA,"California State University, Bakersfield",United States,"9001 Stockdale Highway,  93311, ","Bakersfield, California", California, ,Fab Lab,Fab Lab,mchalker@csub.edu,,,,35.3733,-119.019,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",,https://www.fablabs.io/CSUB,,,,,,,,,,,,,,,,,,,,,,"35.3732921, -119.0187125",,"9001 Stockdale Hwy, Bakersfield, CA 93311, United States","35.3486767, -119.1024616",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,84da555637de209d3ee032524a2812f43d1f074c,ChIJGX8IL9pD6oAR0DyHa0i1vuw,"California State University, Bakersfield",,4.2,"[u'university', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,Makery",Non-Profit,Africa,Cape Town FabLab,South Africa,"Product Support Space, 75 Harrington Street, Cape Town, South Africa","Cape Town, Western Cape",,,Fab Lab,Educ,info@ccdi.org.za,http://www.ccdi.org.za,Office reception: 021 461 1488,"<https://www.fablabs.io/capecraftanddesigninstitute>,<http://www.pinterest.com/capecraftdesign/><https://www.facebook.com/pages/Cape-Craft-and-Design-Institute/152396544910856><http://www.youtube.com/user/capecraftanddesign?feature=watch>",-33.9287,18.4237,,,,,,,,,,,,,2001,,,https://twitter.com/capecraftdesign,,,,,,,,,,,,,,,,,,,,Peter,Cilliers,Manager,http://movement.open.co/sites/default/files/styles/medium/public/cape-town-fablab.jpeg?itok=VaDUSE4P,"Making, Learning","Community, Tech",Physical,Local,,,,,Cape Craft and Design Institute,37 Barrack Street,Western Cape,Cape Town,8000,"Cape Craft and Design Institute, 37 Barrack Street, Western Cape, Cape Town, 8000","A craft and design development agency to promote and build responsible creative enterprises trading within local and international markets. The not-for profit helps with short courses on how to cost products, idea development and supports an easier access to markets.",Makerspace,-33.9248685,18.4240553,,,,,,,,
fab_lab,,Arab World,CARBON Fab Lab,Iran,"2nd Street, Amir Abad, Tehran OR #112, Bisotoun St, Yousefabad, Tehran ??","Tehran,",,"CAD|CAM Solutions for Life CARBON Ideas, established in 2008, is a basis to examine the emerging ideas into real projects. This Tehran based firm explores new ways to develop design concepts by means of its exclusive digital fabrication laboratory. It is not just about ideas but also creating the objects which was not possible through classic methods before.",Fab Lab,Fablab,contact@digitalfabrication.ir,http://digitalfabrication.ir/,9.82E+11,"<http://www.carbonstudio.ir>, <https://www.facebook.com/pages/--Carbon-Ideas-Fab-Lab/120457534687417>",35.7218648,51.3930412,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling,",CAD|CAM Solutions for Life,https://www.fablabs.io/carbonfablab,,,,,,,,,,,,,,https://www.facebook.com/pages/--Carbon-Ideas-Fab-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Europe,Carrefour Numerique,France,"30 Avenue Corentin Cariou,  75019, Level -1","Paris, ",,"The Carrefour Numerique__ aims to involve users into science and technics by empowering them into digital fabrication. This FabLab takes place in La Cite des sciences, a science center in Paris.



The FabLab is open to everyone : 

Tuesday ->Thursday 17h ->18h30

Friday / Saturday 14h -> 18h30",Fab Lab,fab lab,carrefour-numerique@universcience.fr,http://www.cite-sciences.fr/fr/au-programme/lieux-ressources/carrefour-numerique2/presentation/fab-lab/,,,48.895985,2.387059,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",The Carrefour Numerique__ aims to involve users into science and technics by empowering them into digital fabrication.,https://www.fablabs.io/carrefournumerique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
