Source,"Changed, corrected",Region,Name,Country,address,City and Region,State,description,Category,Full Category,E-mail,Website,Phone,Facebook,Degrees,Long,Lat,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,g_Hours,g_Rating,g_Types,State 
Instructables Competition list,,USA,Intel Computer Clubhouse Network,USA,"1 1 Science Park, Boston, MA 02114, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,http://www.computerclubhouse.org,,,,-71.0713,42.3675,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 1 Science Park, Boston, MA 02114, United States","42.367543, -71.071266",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,c3d076a751cbf49c761feaa93ddef3da9f797faa,ChIJLxyMQZZw44kRxTZwZ5PGulc,Museum of Science,,4.4,"[u'museum', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,BUILD,USA,"58 Day St, Somerville, MA 02144, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,innovatebuild.org,,,,-71.1228,42.3958,,,,,,,,,,,,,,,,,,,,,,,,,,,"58 Day St, Somerville, MA 02144, United States","42.395831, -71.122783",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,0e817c6249b883b088eeff1e5a88f0f697a372a0,ChIJy9v4xhh344kRWoERLtTH_1s,YouthBuild Programs,,,"[u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,BAD-ART,USA,"55 Davis Square, Somerville, MA 02144, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,www.facebook.com/BADARTGALLERY,,,,-71.1231,42.3967,,,,,,,,,,,,,,,,,,,,,,,,,,,"55 Davis Square, Somerville, MA 02144, United States","42.3967498, -71.1231168",https://maps.gstatic.com/mapfiles/place_api/icons/museum-71.png,1d87cb24d850138d85c135577691a5b7346db188,ChIJtVy37XWA44kREPuM4uniIxY,The Museum Of Bad Art,,3.9,"[u'museum', u'art_gallery', u'point_of_interest', u'establishment']",
Instructables Hackerspace list,,USA,C7,USA,"217 S 25th St C7, Fort Dodge, IA 50501, USA",,,,"Makerspace/Hackerspace, Fab Lab",,,http://hackerspaces.org/wiki/CCCCCCC,,,,-94.1606,42.5035,,,,,,,,,,,,,,,,,,,,,,,,,,,"217 S 25th St C7, Fort Dodge, IA 50501, USA","42.5035364, -94.1605945",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,fb1671f451308799e7965d6e60726b224b8876a5,ChIJswqxPnB28ocRegBZ9LWnEmQ,217 S 25th St C7,,,[u'subpremise'],
Instructables Competition list,,USA,Rabbit-Hole,USA,"805 Main St, Fitchburg, MA 01420, United States",,,,"Makerspace/Hackerspace, Fab Lab",,"massaro@sleepyeyetel.netfeedback@tymkrs.com",http://tymkrs.com/rabbithole/,,,,-71.8043,42.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,"805 Main St, Fitchburg, MA 01420, United States","42.5851622, -71.8042954",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,c0a6223c8debb396243d6d1b6d76ed256edae24e,ChIJbXlTtlbm44kRrOeEGctdyBg,The Rabbit Hole,,,"[u'book_store', u'art_gallery', u'store', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,Cromaine Library,USA,"3688 Hartland Rd, Hartland, MI 48353, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,www.cromaine.org,,,,-83.7541,42.6587,,,,,,,,,,,,,,,,,,,,,,,,,,,"3688 Hartland Rd, Hartland, MI 48353, United States","42.658654, -83.7541415",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,4f0835b817faf7c9c6b6e49e0453bf47c8963c9f,ChIJSzU7_ihdI4gRcy7JpGR6z6w,Cromaine Library,,,"[u'library', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,Michigan State University,USA,"220 Trowbridge Rd, East Lansing, MI 48824, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,,,,,-84.4822,42.7018,,,,,,,,,,,,,,,,,,,,,,,,,,,"220 Trowbridge Rd, East Lansing, MI 48824, United States","42.701848, -84.4821719",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,5ef88de3a2bd054bfe72d31250e6b917f3e9889c,ChIJY42I2lnCIogRPzuqBauYmG4,Michigan State University,,4.6,"[u'university', u'school', u'point_of_interest', u'establishment']",
Instructables Hackerspace list,,USA,Lasing Makers Network,USA,"502 E Grand River Ave, Lansing, MI 48906, United States",,,,"Makerspace/Hackerspace, Fab Lab",,"president@lansingmakersnetwork.orgtreasurer@lansingmakersnetwork.org",http://www.lansingmakersnetwork.org/contact/,,,,-84.5461,42.7472,,,,,,,,,,,,,,,,,,,,,,,,,,,"502 E Grand River Ave, Lansing, MI 48906, United States","42.7472173, -84.5460728",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,a1d82d7f488644aa36f6c663f12a4387ecb5b6d8,ChIJ65y2XmzqIogRl1X5yV_PlTY,Lansing Makers Network,,,"[u'point_of_interest', u'establishment']",
Instructables Hackerspace list,,USA,Saturday House,USA,"9090 Destiny USA Dr, Syracuse, NY 13204, United States",,,,"Makerspace/Hackerspace, Fab Lab",,saturdayhouse@googlegroups.com,http://saturdayhouse.org/,,,,-76.1727,43.0693,,,,,,,,,,,,,,,,,,,,,,,,,,,"9090 Destiny USA Dr, Syracuse, NY 13204, United States","43.069265, -76.1726785",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,30161ee28be2ae2ecd193722ed7ba8dccc6d4147,ChIJh0N3SSny2YkRXVPwLPlzG8c,Destiny USA,,4.3,"[u'shopping_mall', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,Maker Place,USA,"Maker Rd, Reese, MI 48757, USA",,,,"Makerspace/Hackerspace, Fab Lab",,,makerplace.com,,,,-83.6874,43.5441,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maker Rd, Reese, MI 48757, USA","43.5440567, -83.6874049",https://maps.gstatic.com/mapfiles/place_api/icons/geocode-71.png,9b089b20a79df8483c61a2694e92f9e9a1178827,ChIJYS4UIAn8I4gRwr8yd1-Cxqs,Maker Rd,,,[u'route'],
Instructables Competition list,,USA,Make Time @ Albertsons Library (Boise State Makers),USA,"1865 W Cesar Chavez Ln, Boise, ID 83725, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,Coming soon!,,,,-116.203,43.6042,,,,,,,,,,,,,,,,,,,,,,,,,,,"1865 W Cesar Chavez Ln, Boise, ID 83725, United States","43.6042473, -116.2033147",https://maps.gstatic.com/mapfiles/place_api/icons/library-71.png,4fd95164d6b600d856102422e8323a477d2251a5,ChIJySB7fPb4rlQRUMVuaG9QtjU,Albertsons Library - Boise State University,,,"[u'library', u'point_of_interest', u'establishment']",
Instructables Hackerspace list,,USA,InterAccess Electronic Media Art Center,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,info@interaccess.org,http://www.interaccess.org/about/contact.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 Ossington Ave, Toronto, ON M6J 2Y8, Canada","43.64454, -79.418957",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,aa3fa4af7ef828d8fde957c603bf0e7491ad9146,ChIJ06bM6f00K4gRMYVCCvEIAZk,InterAccess,,,"[u'art_gallery', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,West Middle School Media Center,USA,"149 Barry Ave N, Wayzata, MN 55391, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,https://sites.google.com/a/mcsdonline.org/wms-tech-warriors/system/app/pages/createPage?source=/system/app/pages/sitemap/hierarchy,,,,-93.5184,44.9753,,,,,,,,,,,,,,,,,,,,,,,,,,,"149 Barry Ave N, Wayzata, MN 55391, United States","44.975255, -93.518414",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,e4107dab50aa5ee30bcb18dff99249aa7552aed2,ChIJ98281o1Ms1IR8x2fKOY38K4,Wayzata West Middle School,,,"[u'school', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,Swag,USA,"333 NE Russell St, Portland, OR 97209, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,http://m.instructables.com/member/mwagner36143#,,,,-122.662,45.5411,,,,,,,,,,,,,,,,,,,,,,,,,,,"333 NE Russell St, Portland, OR 97209, United States","45.5410855, -122.6619001",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,b1c9c841e23932ef835fc97a44ed9c32d119826a,ChIJvTryaUinlVQRWVmm1J0UReU,Swag Connection,,4.6,"[u'clothing_store', u'store', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,PDX DIY,USA,,"Portland, OR", OR,,"Makerspace/Hackerspace, Fab Lab",,,http://pdxdiy.org/,503.270.6112,,,-122.595,45.5898,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.5897694, -122.5950942",https://maps.gstatic.com/mapfiles/place_api/icons/airport-71.png,4ddf577b9efb825d04340ad12b26717169e236b7,ChIJ0SDcdKqglVQRPVwOOJN22ls,Portland International Airport,,4.5,"[u'airport', u'point_of_interest', u'establishment']", OR
Instructables Competition list,,USA,Soldering Iron Rangers,USA,"102 W Ludington St, Iron Mountain, MI 49801, United States",,,,"Makerspace/Hackerspace, Fab Lab",,,https://sites.google.com/site/sironrangers/,,,,-88.0669,45.8204,,,,,,,,,,,,,,,,,,,,,,,,,,,"102 W Ludington St, Iron Mountain, MI 49801, United States","45.8204066, -88.066905",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,0c84b86d0c1c82c43c23fa8922ea2154eee1619a,ChIJ9eO7xIRLUk0RWEfKXjkKnJs,"Superior Carpet, Tile & Hobby",,,"[u'home_goods_store', u'store', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,Brokedown Palace,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://www.instructables.com/member/thatmckenzie/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BOXPARK Shoreditch, London E1 6GY, United Kingdom","51.523544, -0.0757",https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,f23bf40cc1748a91a8d9a96452ede8dc4d7ce01d,ChIJW164cA0ddkgR5KL4vskmNls,The Brokedown Palace,,4.8,"[u'clothing_store', u'store', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,John Gillette,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,7de4c09de664d46043e2ee2e8f4d4afb1587bc68,ChIJdcaXLJ6WNFMR7SSD2OU_XWI,,,,"[u'meal_takeaway', u'meal_delivery', u'restaurant', u'food', u'point_of_interest', u'establishment']",
Instructables Competition list,,USA,WTPL-Try It,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.wtpl.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,World Hackers United,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,announce@lists.hackerspaces.org,http://www.worldhackersunited.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Waloo,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Virtuabotix,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Valley View Makerspace,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://www.ashwaubenon.k12.wi.us/valleyview/VVLMC_makerspace.cfm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,The Robot Group,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,TheRobotGroupInc@gmail.com,www.therobotgroup.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,STEM @ FCOE,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://stem.fcoe.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,SMU Innovation Gym,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.smugym.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,"SCLS Build Nights(sussex county library)",USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.sussexcountylibrary.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Qtechknow hackerspace,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,qtechknow.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Portneuf Makers ,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,Portneuflibrary.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,NDG game night,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,https://www.facebook.com/terry.ferrell.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Monoceros Media,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://hackerspaces.org/wiki/Monoceros_Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Make It at the Library,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,erica.compton@libraries.idaho.gov,http://libraries.idaho.gov/page/make-it-library-where-idaho-makers-meet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Make It @ Your Library,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,info@makeitatyourlibrary.org,makeitatyourlibrary.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Les Bois Junior High Tech Lab/Makerspace,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,brandon.hampton@boiseschools.org,http://technology-9-a-sem1-03.lesbois.school.boiseschools.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,LandO'Lakes Branch Library FRC team / Edgan Allen Ohms,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://edgarallanohms.weebly.com/team-bio.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,John Witherspoon Learning Commons,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,JW.princetonk12.org/cbailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,HackerScouts Guild001,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.hacker-scouts.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Gumbo Labs,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://www.gumbolabs.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,GrendelVan,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://mhs.hackerdemia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Gloucester County Library System Makers Lab,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.gcls.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Flagship Computer Clubhouse,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,clubhousebeat.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Fixers Collective,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://fixerscollective.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Hackerspace list,,USA,Firefly Institute,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,http://www.fireflyinstitute.com/about-us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Fab Lab Carolinas,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,www.fablabcarolinas.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Ellen Druda,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Cupertinker Space ,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,Presto.crackingcontraptions@gmail.com,Meetup.com/Cupertinker-Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,CSpaceOKC,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,cspaceokc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instructables Competition list,,USA,Children of the Technium,USA,,,,,"Makerspace/Hackerspace, Fab Lab",,,https://www.facebook.com/groups/294183817383729/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Arab World,Fab Lab Afghanistan,Afghanistan,"Jalalabad, Afghanistan, ,","Jalalabad, Nangarhar",,,Fab Lab,,,http://www.fablab.af,,"<>, <>, <>, <>, <>",,34.4344689,70.4485052,", , , , ,",,https://www.fablabs.io/fablabafghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Arab World,Fab Lab Bahrain,Bahrain,"American Art Space @ Al Riwaq Gallery , Osama Bin Zaid Avenue, Adliya, Block 338","Adliya, Block 338 ,",,"A Facilitator in the innovation journey, embraces young makers and help them progress as active creators of É__Atoms' to mend their vicinity and spread their solution 'Bits' in the FabLab universe. We come from different academic and professional backgrounds but we met to reignite a childhood passion and explore innovative solution that could impact our community.  Digital fabrication is allowing people at all age groups and from different disciplines to transform their ideas and create fascinating objects.   We aspire to provide in FabLab Bahrain the ideal environment for creative people to reach their true potential.",Fab Lab,,fablabbh@gmail.com,http://fablab-bahrain.blogspot.com,+973 36477647,"<http://bahrainfablab.wordpress.com>, <>, <>, <>, <>",,26.2152752,50.5925953,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","A Facilitator in the innovation journey, embraces young makers and help them progress as active creators of É__Atoms' to mend their vicinity and spread their solution 'Bits' in the FabLab universe.",https://www.fablabs.io/fablabbahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Arab World,FabLab BH,Bahrain,"Manama, ,","Manama,",,Ebtikar FabLab,Fab Lab,,yahya.m.alansari@gmail.com,http://@FabLab_Bahrain,+973 39697967,"<>, <>, <>, <>, <>",,26.23437595,50.5324354,", , , , ,",Ebtikar FabLab,https://www.fablabs.io/fablabbh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,TRONIC EDGE,Bahrain,"Aali Block 740 Road 4011 Building 332, 00973, Aali, Bahrain","Aali,",,"if interested in joining or visiting do not hesitate to email me on tronic@c4-i.net or just call me on +973 38008818 Ahmed Alaali -TRONIC EDGE SYSTEMS",Makerspace/Hackerspace,,,http://www.c4-i.net,+973 38008818,,,26.16326,50.517532,,,,https://wiki.hackerspaces.org/TRONIC_EDGE,active,,,,,41798,yes,,,5,,,,,,,Aali,,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,GOYS MakerSpace,Bahrain,"Manama, Bahrain","Manama, Umm Alhasam",,"2) Any help we can get from NGOs, Sponsors or advisers.",Makerspace/Hackerspace,,,,,,,26.228516,50.58605,,,,https://wiki.hackerspaces.org/GOYS_MakerSpace,active,,,,,40992,,,40238,,,,,,,,Manama,Umm Alhasam,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,Iranian hackerspace,Iran,"Tehran, Iran","Tehran, Tehran",,,Makerspace/Hackerspace,,mrkamalifard@gmail.com,http://hackerspace.ir/,,,,35.70083,51.42167,,,,https://wiki.hackerspaces.org/Iranian_hackerspace,active,,,,,41756,,,40167,12,,,,,,,Tehran,Tehran,,,"35_ 42' 3"", 51_ 25' 18""",,,,,,,,,,,
Hackerspaces.org,,Arab World,Tehran,Iran,"Tehran, Iran","Tehran, Tehran",,,Makerspace/Hackerspace,,,,,,,35.7075,51.42694,,,,https://wiki.hackerspaces.org/Tehran,building,,,,,40952,,,,5,,,,,,,Tehran,Tehran,,,"35_ 42' 27"", 51_ 25' 37""",,,,,,,,,,,
fab_lab,,Arab World,CARBON Fab Lab,Iran,"2nd Street, Amir Abad, Tehran, Iran, ,","Tehran,",,"CAD|CAM Solutions for Life CARBON Ideas, established in 2008, is a basis to examine the emerging ideas into real projects. This Tehran based firm explores new ways to develop design concepts by means of its exclusive digital fabrication laboratory. It is not just about ideas but also creating the objects which was not possible through classic methods before.",Fab Lab,,contact@digitalfabrication.ir,https://www.facebook.com/pages/--Carbon-Ideas-Fab-Lab/120457534687417,9.82E+11,"<http://www.carbonstudio.ir>, <>, <>, <>, <>",,35.7218648,51.3930412,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling,",CAD|CAM Solutions for Life,https://www.fablabs.io/carbonfablab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,Emperor-team,Iran,"Tehran, Iran","Tehran, Tehran",,"http://emperor-team.org/ —˝•è◊Ò◊´•_ —¨•_◊˙ ÿüí_ •_—´•_ ÿÅ•_•è•_◊˚◊Ò◊˙ gÿ_É__í_",Makerspace/Hackerspace,,,http://emperor-team.org/,,,,35.689198,51.388974,,,,https://wiki.hackerspaces.org/Emperor-team,active,,,,,41355,,,38530,,,,,,,,Tehran,Tehran,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,Titak Security Team,iran,"tehran, iran","tehran, iran-tehran",,,Makerspace/Hackerspace,,mohsentitak@yahoo.com,http://titak.org,,,,35.689198,51.388974,,,,https://wiki.hackerspaces.org/Titak_Security_Team,active,,,,,41473,,titak.org,41275,10000,,,,,,,tehran,iran-tehran,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,Fikra Space,Iraq,"Baghdad, Iraq","Baghdad,",,,Makerspace/Hackerspace,,,http://fikraspace.com/,,https://www.facebook.com/FikraSpace,,33.35972,44.34722,3D Printer,,,https://wiki.hackerspaces.org/Fikra_Space,active,,,,,41568,maybe,,41199,,,,,"none , all memberships are free",,,Baghdad,,,,"33_ 21' 35"", 44_ 20' 50""",,,,,,,,,,,
Anna,,Arab World,Science Camp,Iraq,"Basra, Iraq",Basra,,,Fab Lab,,,https://www.hackster.io/hackerspaces/science-camp,,,,30.508103,47.783489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planned_fab_lab,,Arab World,FabLab Jerusalem,Israel,"Jerusalem, ,","Jerusalem,",,,Fab Lab,,ohad@fablab-israel.org,,,"<>, <>, <>, <>, <>",,31.768602,35.213947,"three_d_printing, cnc_milling, circuit_production, laser, vinyl_cutting,",,https://www.fablabs.io/fablabjerusalem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,Arab World,FabLab IL (Fab Lab Israel),Israel,"4 Haamoraim st, Holon, Tel-Aviv","Holon, Tel-Aviv",,"FabLabIL Fablab Israel is a community-based digital manufacturing laboratory, currently being launched as collaboration between the Design department at COMAS (College of Management Academic Studies) Fablab Israel is a community-based digital manufacturing laboratory, currently being launched as collaboration between the Design department at COMAS (College of Management Academic Studies) and the Israeli Center for Digital Art in Holon. The lab is the fabulous setting for realizing dreams in concrete materials, in a variety of implementing methods that connect the virtual and the physical: from CNC manufacturing to 3D printing and electronics.    As part of a global network of laboratories founded by the Center of Bits and Atoms at MIT, FablabIL is a new approach to current technologies. Open code, information exchange and fabrication means being accessible to wide audiences, experimental and free access to working with digital tools. FablabIL offers a new space for creation, with room for innovation, entrepreneurial and inter-disciplinary creativity.",Fab Lab,,ohad@fablabil.org,https://www.facebook.com/fablabilholon,+972-(0)3-5568792,"<http://fablabil.org>, <>, <>, <>, <>",,32.0054772,34.7630933,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","FabLabIL Fablab Israel is a community-based digital manufacturing laboratory, currently being launched as collaboration between the Design department at COMAS (College of Management Academic Studies)",https://www.fablabs.io/fablabil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hackerspaces.org,,Arab World,GarageGeeks,Israel,"Holon, Israel","Holon,",,,Makerspace/Hackerspace,,,http://www.garagegeeks.org/,,https://www.facebook.com/#!/groups/garagegeeks/,,32.02611,34.79972,,,,https://wiki.hackerspaces.org/GarageGeeks,active,,,,,39903,,,,,,,,,,,Holon,,,40 m*m,"32_ 1' 34"", 34_ 47' 59""",,,,,,,,,,,
Hackerspaces.org,,Arab World,Tel Aviv Makers Intl.,Israel,"Kibbutz Galuyot 45, Studio #106, 3rd Floor, Tel Aviv, Israel","Tel Aviv,",,,Makerspace/Hackerspace,,,http://telavivmakers.org/,+972 3 9786822,https://facebook.com/groups/TLVmakers,,32.05194,34.76778,RIPE Atlas,,,https://wiki.hackerspaces.org/Tel_Aviv_Makers_Intl.,active,,,,,41963,yes,irc://irc.oftc.net/#tami,40306,30,,http://twitter.com/telavivmakers,,"200 ILS monthly, payable by cash, bitcoin, or paypal directly to AlonLevy.",,,Tel Aviv,,,~200 m^2,"32_ 3' 7"", 34_ 46' 4""",,,,,,,,,,,
