Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
"fab_lab, open",,Europe,Fab Lab Vestmannaeyjar Iceland,Iceland,"Faxastigur 36, Vestmannaeyjar, 900","Vestmannaeyjabar, ",,Fab Lab Vestmannaeyjar Iceland is the first Fab Lab in Iceland and was established in 2008. The focus has been into education for secondary schools and elementary schools. ,Fab Lab,Makerspace,frosti@nmi.is,http://www.nmi.is/impra/fab-lab,+354 522 9440,"<http://wiki.fablab.is>, <http://www.fablab.is>, <http://www.nmi.is/impra/fab-lab>, <>, <>",63.4356322,-20.2703112,,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",Fab Lab Vestmannaeyjar Iceland is the first Fab Lab in Iceland and was established in 2008. The focus has been into education for secondary schools and elementary schools.,https://www.fablabs.io/vestmannaeyjar,,,,,,,,,,2008,,,,,,,,,,,,,,,,,,,,,,,Frosti,Gislason,Manager,http://movement.open.co/sites/default/files/styles/medium/public/fab-lab-reykjav%C3%ADk.jpeg?itok=0WGrnEAB,"Making, Learning","Community, Tech",Physical,Local,,,,,Faxastigur 36,,,Vestmannaeyjab_r,900,,,,,,,,,,,,,
"fablabs,Makery",university,India,Indian Institute of Technology,India,"Kanpur, Uttar Pradesh, 208006",Kanpur,Uttar Pradesh,,Fab Lab,fab lab,,https://www.fablabs.io/indianinstituteoftechnology,,,26.449923,80.3318736,,,,,,,,,,,,,,,,,,,,,,,,,,,,208006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Bailux,Brazil,"Estrada de Trancoso KM 3, Aldeia Velha Pataxo _ Arraial DÖ Ajuda, Porto Seguro, Bahia","Porto Seguro, Bahia",,"A cultural hotspot in a indigenous community that proposes the deconstruction of technology for social change, an aesthetic and social initiative based in Arraial D'Ajuda and articulated over the web.",Appropriate Technology,Appropriate tech,rbailux@gmail.com,http://bailux.org/,,https://www.facebook.com/bailux?fref=ts,-16.487,-39.0789,,,,,,,,,,,,,,,,,,,,,,,,,,"4_ 37' 52"", -74_ 3' 56""","-39.0789,-16.487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Bela Labe,Brazil,"Rua Bitencourt Sampaio - Mar_, Rio de Janeiro","Rio de Janeiro, Rio de Janeiro",,"O Bela Labe _ um espaço dedicado ” apropriaçao de novas tecnologias que fica dentro do Galpao Bela Mar_, do Observat¢rio de Favelas, na Favela da Mar_ no Rio. Sua proposta _ levar a possibilidade de questionar, refletir e manipular novas tecnologias para a comunidade do entorno, buscando entender que tipos de intervençíes sociais e est_ticas sao possiveis. ",Appropriate Technology,Appropriate tech,gilberto.observatorio@gmail.com,https://www.facebook.com/belalabemare/?fref=ts,21 3105-4599,https://www.facebook.com/belalabemare/?fref=ts,-22.854,-43.2442,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43.2442,-22.854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Telecentro Coco de Umbigada,Brazil,"Rua Joao de Lima, 42, Guadalupe ","Olinda, Pernambuco",,It is a community-run space focused on digital Inclusion and social change. ,Appropriate Technology,Appropriate tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Campo Largo,Brazil,"Rua Professor Ovidio Jorge Nogueira, bairro Jardim Melyane _ Campo Largo (PR).","Campo Largo, Paran…",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-25.479245,-49.569248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Colatina,Brazil,Rua Pardal _ S/n -Bairro Columbia _ Colatina,"Colatina, Espirito Santo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-19.523078,-40.702385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Erechim,Brazil,"Rua Santa B…rbara, bairro Progresso, Erechim (RS)","Erechim, Rio Grande do Sul",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-27.662045,-52.259433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LAbCeu çguas Lindas de Goi…s,Brazil,Parque da Barragem _ Lote 01-A AV-5 _ Setor 8 _ çguas Lindas de Goi…s _ GO,"çguas Lindas de Goi…s, Goi…s",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-15.762195,-48.28205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Horizonte,Brazil,"Rua Pedro Montenegro, Jardim Santa Marta _ Sertaozinho (SP) _ 141654.","Horizonte, Sao Paulo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-23.55052,-46.633309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Luis Eduardo de Magalhaes,Brazil,"Rua Jequi_, n_ 1.066, bairro Santa Cruz, Luis Eduardo Magalhaes (BA)","Luiz Eduardo Magalhaes, Bahia",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-12.107963,-45.799807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Petrolina,Brazil,"Rua 11, S/N, bairro Rio Corrente _ Petrolina (PE)","Petrolina, Pernambuco",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-9.40085,-40.545051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Sao F_lix do Xingu,Brazil,"Avenida Xingu,Bairro Vila de Nereu, Sao F_lix do Xingu (PA)","Sao F_lix do Xingu, Par…",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-6.641369,-51.982534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Sertaozinho,Brazil,"Rua Baturit_, 1943 _ Mangueiral, Horizonte (CE), 62880-000","Sertaozinho, Sao Paulo",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-4.09358,-38.486713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,LabCeu Sete Lagoas,Brazil,Rua Regina Augusta Pontelo 500 _ Bairro Jardim dos Pequis _ Belo Vale 2,"Sete Lagoas, Minas Gerais",Brazil,"Part of the program Sensitive Cities conducted by the Federal University of Pernambuco (UFPE ), through InCiti - Research and Innovation for Cities, in partnership with the Brazilian Ministry of Culture, the program 's mission is to promote citizenship through social and technological inclusion.",Appropriate Technology,Public Center,,http://culturadigital.br/labceus/,,,-19.45738,-44.241669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,MetaReciclagem,Brazil,virtual,Brazil,,,Appropriate Technology,Virtual/Distributed Community,,http://rede.metareciclagem.org/,,,,,,,,,https://pt.wikipedia.org/wiki/MetaReciclagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Curitiba FabLab,Brazil,"Rua Marechal Deodoro, 262 - Centro, Matriz, Curitiba - PR, 80010-010",Curitiba,,"This is a FabLab focus on the makers. Getting from the newly formed designer, architect, creative in general to the hand crafter, entrepreneur, startup person that wants to bring to reality you project or idea! Based on the combination of an architect, an designer and an entrepreneur, we are willing to help you, fablab user, to achieve your goal faster and better!",Fab Lab,Fab Lab ,hello@fablabcuritiba.com.br,https://www.facebook.com/fablabcuritiba/,,,,,,,"Open to the general public, focused in the relation between the maker and industry or the final user.",https://www.fablabs.io/fablabcuritiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,PRONTO3D,Brazil,"UFSC, Florian¢polis, Santa Catarina, Brazil",Florian¢polis,,"PRONTO3D lab is located within Federal University of Santa Catarina, in Florian¢polis, Brazil. It works with automated materialization for teaching, research and attending the local community, in fields such as Design, Architecture and Engineering. The equipments included are in additive (3D printers) and subtractive (CNC) techniques, as well as laser cutters.",Fab Lab,University technology lab,pronto3d@gmail.com,http://www.redepronto3d.com/,,,,,,,"PRONTO3D is the lab where materialization of form happens in many extraordinary ways, using 3D Printing, Laser cutting and CNC milling.",https://www.fablabs.io/pronto3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Lab Maker Mocorongo,Brazil,"Av. Mendonça Furtado, 3979, Bairro Liberdade, Santar_m, Par…","Santar_m, Par…",,"_ parte da Plataforma de Desenvolvimento de Empreendedoresrealizado pelo Projeto Sa£de & Alegria desde 2012 com apoio da Fundaçao Telef_nica. Para sua melhor implementaçao o Centro de Midias Eletr_nicas da Universidade Federal do Oeste do Par… colaborou na seleçao de equipamentos e de sua estrat_gia de funcionamento. O Lab Maker Mocorongo tem condiçíes de elaboraçao de projetos com Arduino e uma grande variedade de sensores, conta com equipamentos de ponta de eletr_nica e uma Impressora 3D. ",Makerspace,Appropriate tech,plima@saudeealegria.org.br,https://www.facebook.com/saudeealegria/,(+55) 93 3067-8000,https://www.facebook.com/elis.lucien/media_set?set=a.10203654153392658.1073741896.1781439241&type=3&pnref=story,-2.4279,-54.7372,,,,,,,,,,,,,,,,,,,,,,,,,,,"-54.7372,-2.4279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Nuvem Estaçao Rural,Brazil,"Vale do Pavao, Visconde de Mau…, Sao Paulo ","Visconde de Mau…, Sao Paulo",,"Rural hacklab for experimentation, research and creation linked to technology (architecture , communication, sustainable energy generation) and sustainability (body, ecologies , food, crops )",Makerspace,Appropriate tech,nuvemlab@riseup.net,http://nuvem.tk/,,,,,,,,,http://nuvem.tk/wiki/index.php/P%C3%A1gina_principal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Centro Maker,Brazil,"Sala 6731, Av. Tancredo Neves, 103,","Foz do Iguaçu, Brazil",,"A Centro Maker _ uma empresa que se dedica a ajudar os Fazedores (Makers) a realizarem seus sonhos. O p£blico com o maior impacto _ a Comunidade Maker, que utiliza os nossos produtos para criar, hackear e inventar. A popularizaçao destas ferramentas _ fundamental para a proliferaçao deste Movimento que precisa de produtos que dem liberdade, tendo o Hardware Livre como principal ferramenta para suas criaçíes.",Makerspace,Makerspace/Hackerspace,claudio@centromaker.com,http://www.centromaker.com/,,https://www.facebook.com/centromaker/?fref=ts,-29.519,-49.8628,,,,,,,,,,,,,,,,,,,,,,,,,,,"-49.8628,-29.519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,Yes,,Garage Lab,Argentina,"Roseti 1380, Buenos Aires, Argentina","Buenos Aires, Buenos Aires",,"Somos un Club de Hacedores, provenientes de distintas disciplinas cientificas, artisticas y tecnologicas, que nos juntamos a trabajar sobre problemas concretos, para emprender soluciones y generar valor. Somos un Laboratorio donde aprender, investigar, entender y explorar la interseccion de un conjunto de tecnologias emergentes que tienen el potencial de cambiar nuestro mundo hoy, y tendran un enorme impacto en el futuro. Somos un Garage. Desde Junio de 2012 somos tambien un espacio fisico donde podemos juntarnos a trabajar y operar nuestras maquinas (para ver una lista de nuestros equipos, ac…), a escuchar charlas, a estudiar, o a comer un asadito. From May 2012 we also are a Space where you can drive mechanical, info and bio prototyping machines, listen to talks, study and share an ""asadito"".",Makerspace,Makerspace/Hackerspace,,http://www.garagelab.cc/,,https://www.facebook.com/GarageLab-427209660639198/?fref=ts,-34.582,-58.4617,,,,,https://wiki.hackerspaces.org/Http://www.garagelab.cc/,active,,http://www.youtube.com/user/garagelabba,,groups.google.com/group/garagelab-miembros„¢_,4/18/14,,,5/1/12,35,,twitter.com/garagelab,,u$s 60,,,Buenos Aires,Buenos Aires,,170m2,,"-58.4617,-34.582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,Yes,,Laboratorio de Juguete ,Argentina,ANCHORENA 632,"Buenos Aires, Buenos Aires",,"El Laboratorio de Juguete (2008) es un espacio de enseÑanza, aprendizaje y puesta en pr…ctica de tecnologias abiertas. Dirigido a toda persona con ganas de hacer cosas que involucren estas herramientas de una manera creativa. El ""labo"" reside en Casa Abasto (Anchorena 632), a dos cuadras de la la estaci¢n Carlos Gardel (Subte B)",Makerspace,Makerspace/Hackerspace,h.cosas@gmail.com,http://laboratoriodejuguete.com/,,https://www.facebook.com/laboratoriodejuguete/?fref=ts,-34.772,-58.3926,,,,,,,,,,,,,,,,,,,,,,,,,,"-7_ 13' 16"", -35_ 52' 46""","-58.3926,-34.772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,Yes,,MakerLab Uruguay,Uruguay,"Gonzalo Ramirez 1676 Montevideo, Uruguay",Montevideo,,"MakerLab es un espacio abierto, colaborativo, de creaci¢n, investigaci¢n, experimentaci¢n y desarrollo en arte, ciencia y tecnologia con acceso a herramientas, maquinarias de microfabricaci¢n y protopidado r…pido.",Makerspace,Makerspace/Hackerspace,info@makerlabuy.com,http://makerlabuy.com/,,https://www.facebook.com/Makerlaburuguay,-34.912,-56.1809,,,,,,,,,,,,,,,,,,,,,,,,,,,"-56.1809,-34.912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,OHMS,Brazil,"Rua Visconde da Graça, 51, Jardim Bot„nico, Rio de Janeiro","Rio de Janeiro, Rio de Janeiro",,We're the first makerspace in Rio de Janeiro and here is where the Fun rules,Makerspace,Makerspace/Hackerspace,dadosutter@gmail.com,https://www.facebook.com/ourhomemakerspace/?fref=ts,,https://www.facebook.com/ourhomemakerspace/?fref=ts,-22.964,-43.218,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43.218,-22.964",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Translab,Brazil,"Rua Professor Duplan, 146","Porto Alegre, Rio Grande do Sul",,"O TransLAB _ uma proposta de Laborat¢rio Cidadao. Você nao encontrar… tubos de ensaio ou pipetas por aqui, mas um ambiente acolhedor e criativo cheio de pessoas interessadas em melhorar a cidade. Tamb_m conhecido internacionalmente por Living Lab, este tipo de espaço _ de experimentos sociais _ projetos de inovaçao social. Isso quer dizer que, aqui, você pode se reunir com cidadaos dispostos a pensar fora da caixa e nutrir id_ias que façam a diferença para as pessoas e o seu dia a dia.",Makerspace,Makerspace/Hackerspace,oi@translab.cc,http://www.translab.cc/,,https://www.facebook.com/transvencaolab,-30.038,-51.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,"-51.2007,-30.038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,FabLab Livre,Brazil,"Rua In…cio Monteiro, 6900, Sao Paulo","Sao Paulo, Sao Paulo",,The first public FabLab in the municipality of Sao Paulo take place in a cultural center in Tiradentes neighborhood.,Makerspace,Public Center,avcordeiro@prefeitura.sp.gov.br,http://cfccidadetiradentes.wix.com/cfcct,https://www.facebook.com/cfcct/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabi Agustini,New space,,Little Maker,Brazil,"Rua Maria Monteiro, 786 sala 14 - Cambui","Campinas, Sao Paulo",,"Somos um Laborat¢rio Maker para alunos do Ensino Fundamental I e II, aplicamos tecnologia e arte para despertar a paixao nos jovens com a missao de transformar a educaçao.",Makerspace,Tech Shop: for-profit makerspace ,,http://www.littlemaker.com.br/,(19) 3013-1032,https://www.facebook.com/LittleMakerBrasil/?fref=ts,-22.897,-47.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,"-47.0516,-22.897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
