Source,Region,Hackerspace,Country,address,City and Region,description,Category,E-mail,Website,Phone,Degree Location,Lat,Long,"Combined Long, Lat",Facebook,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Degree Location
Hackerspaces.org,Europe,Tyfab,France,"Brest, France","Brest, ","Fablab in Brest, see http://tyfab.fr.
Ouvert pour openlabs les jeudis a 20h.",Makerspace/Hackerspace,,http://tyfab.fr,,"48˚ 24' 23"", -4˚ 28' 1""",,,,,,,,https://wiki.hackerspaces.org/Tyfab,active,,,,,41224,,,40909,10,,,,"15 euros, yearly",,,Brest,,,10mÂ_,"48˚ 24' 23"", -4˚ 28' 1"""
Hackerspaces.org,Canada,Mobile Makerspace,Canada,"V8R 6A7, Victoria, Canada","Victoria, British Columbia",,Makerspace/Hackerspace,,http://www.mobilemakerspace.com,,"48˚ 26' 15"", -123˚ 18' 7""",,,,,,,,https://wiki.hackerspaces.org/Mobile_Makerspace,building,,,,,42243,,,41353,5,,,,Sliding scale - CAD - Business plan not yet finalized - Seeking funding shortly.,,,Victoria,British Columbia,,30' Trailer,"48˚ 26' 15"", -123˚ 18' 7"""
Hackerspaces.org,Canada,MobileMakerspace,Canada,"V8R 6A7, Victoria, Canada","Victoria, British Columbia",,Makerspace/Hackerspace,,http://www.mobilemakerspace.com,,"48˚ 26' 15"", -123˚ 18' 7""",,,,,,,,https://wiki.hackerspaces.org/MobileMakerspace,building,,,,,42243,,,41353,5,,,,Sliding scale - CAD - Business plan not yet finalized - Seeking funding shortly.,,,Victoria,British Columbia,,30' Trailer,"48˚ 26' 15"", -123˚ 18' 7"""
Hackerspaces.org,Canada,MobileMakerspace,Canada,"V8R 6A7, Victoria, Canada","Victoria, British Columbia",,Makerspace/Hackerspace,,http://www.mobilemakerspace.com,,"48˚ 26' 15"", -123˚ 18' 7""",,,,,,,,https://wiki.hackerspaces.org/User:MobileMakerspace,planned,,,,,42243,,,41353,5,,,,Sliding scale - CAD - Business plan not yet finalized - Seeking funding shortly.,,,Victoria,British Columbia,,30' Trailer,"48˚ 26' 15"", -123˚ 18' 7"""
Hackerspaces.org,Canada,Ohm Base,Canada,"285 Red River Road, P7B 1A9, Thunder Bay, Canada","Thunder Bay, Ontario","Ohm Base lowers the barrier for any individual to actualize his or her project idea by providing space, tools, and experience that may not otherwise be available.",Makerspace/Hackerspace,,http://ohmbase.org,(807) 333-HACK,"48˚ 26' 30"", -89˚ 13' 54""",,,,http://www.facebook.com/ohmbase,,,,https://wiki.hackerspaces.org/Ohm_Base,active,,,http://www.ustream.tv/channel/ohm-base-hackerspace-cam,,42150,,,40544,7,http://wiki.ohmbase.org,http://twittter.com/ohmbase,,"0BTC/month (full membership)
Bitcoin, paypal, cash",,,Thunder Bay,Ontario,,,"48˚ 26' 30"", -89˚ 13' 54"""
Hackerspaces.org,Canada,Victoria Makerspace,Canada,"Victoria, Canada","Victoria, British Columbia",,Makerspace/Hackerspace,,http://victoria.makerspace.ca/,,"48˚ 29' 37"", -123˚ 24' 46""",,,,,,,,https://wiki.hackerspaces.org/Victoria_Makerspace,active,,,,https://groups.google.com/forum/?hl=en&fromgroups#!forum/makerspaceca,41593,,,40431,~20,,,,$50/month for 24/7 unlimited access,,,Victoria,British Columbia,,2000 sqft,"48˚ 29' 37"", -123˚ 24' 46"""
Hackerspaces.org,Europe,Section77,Germany,"Englerstra\xc3\x9fe 16, 77652, Offenburg, Germany","Offenburg, Baden-WÃ_rttemberg",,Makerspace/Hackerspace,,http://www.section77.de,,"48˚ 29' 8"", 7˚ 56' 24""",,,,,,,,https://wiki.hackerspaces.org/Section77,active,,,,https://lists.section77.de/mailman/listinfo/orga,42058,,,41275,,,,,,,,Offenburg,Baden-WÃ_rttemberg,,,"48˚ 29' 8"", 7˚ 56' 24"""
Hackerspaces.org,Europe,PhenixIT,France,"94, rue de la baste, Ile-De-France-77000, Melun, France","Melun, Seine et Marne",,Makerspace/Hackerspace,phenixit.asso@gmail.com,http://www.phenixit.net,33614778671,"48˚ 31' 15"", 2˚ 40' 26""",,,,,"3D Printer, Welder, Soldering Iron",,,https://wiki.hackerspaces.org/PhenixIT,active,,,,,41435,,,41275,11,,,,10 euros/years,,,Melun,Seine et Marne,,30m2,"48˚ 31' 15"", 2˚ 40' 26"""
Hackerspaces.org,Europe,Raum 404,Germany,"Pfaffenhofen / Ilm, Sonnenstra\xc3\x9fe, 85276-, Pfaffenhofen, Germany","Pfaffenhofen, Bavaria",,Makerspace/Hackerspace,,http://raum404.de,,"48˚ 31' 45"", 11˚ 30' 23""",,,,https://www.facebook.com/pages/Hackerspace-Pfaffenhofen/313397232032418,,,,https://wiki.hackerspaces.org/Raum_404,building,,,,http://mail.bn-paf.de/mailman/listinfo/hackerspace,40972,,,40909,10,http://raum404.de,,,"14 euro / year (individual person)
25 euro / year (family)",,,Pfaffenhofen,Bavaria,,75 mÂ_,"48˚ 31' 45"", 11˚ 30' 23"""
Hackerspaces.org,Europe,Hackstub,France,"Strasbourg, France","Strasbourg, Alsace","An alsatian hackerspaceÂ : We are meeting once a week in the Shadok digital center to discuss projects/technologies, sometimes ending up with beer and flam'sÂ :).",Makerspace/Hackerspace,,https://hackstub.netlib.re/,,"48˚ 35' 5"", 7˚ 44' 41""",,,,,,,,https://wiki.hackerspaces.org/Hackstub,active,,,,https://strasbourg.linuxfr.org/mailman/listinfo/hackerspace,42290,,HackStub@irc.geeknode.org,41197,12,https://hackstub.netlib.re/wiki,,,10â‚¬ / years,,,Strasbourg,Alsace,,0mÂ_,"48˚ 35' 5"", 7˚ 44' 41"""
Hackerspaces.org,Europe,NYBI.CC,France,"[""9 Rue d'Alsace"", '54140 Jarville-la-Malgrange, Nancy, France","Nancy, Lorraine",,Makerspace/Hackerspace,association@nybi.cc,http://nybi.cc,,"48˚ 40' 31"", 6˚ 11' 58""",,,,http://www.facebook.com/pages/Nancy-Bidouille-Construction-Club/205745936132469,,,,https://wiki.hackerspaces.org/NYBI.CC,active,,,,http://listes.nybi.cc/sympa/info/discussions,41037,,irc://irc.freenode.org/nybi,40452,25,http://wiki.nybi.cc,,,"120â‚¬ a year, 60â‚¬ for students & unemployed",,,Nancy,Lorraine,,60mÂ_ space + kitchen + bathroom,"48˚ 40' 31"", 6˚ 11' 58"""
Hackerspaces.org,Europe,V01D,Slovakia,"Kosice, Slovakia","Kosice, Kosice",,Makerspace/Hackerspace,v01d@v01d.sk,http://www.v01d.sk,,"48˚ 43' 24"", 21˚ 15' 8""",,,,https://www.facebook.com/pages/V01D/214321521976022,,,,https://wiki.hackerspaces.org/V01D,planned,,,,v01d-general-discussion@lists.v01d.sk,41278,,chat.freenode.net #v01d,,,http://www.v01d.sk/wiki/Sk/Home,,https://plus.google.com/s/v01d,,,,Kosice,Kosice,,,"48˚ 43' 24"", 21˚ 15' 8"""
Hackerspaces.org,Europe,/tmp/lab,France,"30 avenue de Newburn, 94600, Choisy le Roi, France","Choisy le Roi, Ile de France",Check the contact page for directions.,Makerspace/Hackerspace,contact@tmplab.org,http://www.tmplab.org/,,"48˚ 45' 18"", 2˚ 24' 39""",,,"48.7551, 2.41144",,,,,https://wiki.hackerspaces.org/%2Ftmp/lab,active,,,,http://lists.tmplab.org/listinfo.cgi/tmplab-tmplab.org,42143,,irc://irc.freenode.net#frlab,39356,30,http://www.tmplab.org/wiki/,https://twitter.com/tmplab,,30 euros /year,,,Choisy le Roi,Ile de France,,300m2,"48˚ 45' 18"", 2˚ 24' 39"""
Hackerspaces.org,Europe,Bytewerk,Germany,"Krumenauerstr. 54, 85049, Ingolstadt, Germany","Ingolstadt, Bavaria","official OPENING 2010-04-10 at 13:30 CEST, come visit us!",Makerspace/Hackerspace,public@bingo-ev.de,http://bytewerk.org/,,"48˚ 46' 15"", 11˚ 22' 51""",,,,,,,,https://wiki.hackerspaces.org/Bytewerk,active,,,,http://mailman.bingo-ev.de/cgi-bin/mailman/listinfo/public,40509,,http://webchat.freenode.net/?channels=bytewerk,39931,41,http://bytewerk.org/,,,"30 EUR /, year",,,Ingolstadt,Bavaria,,about 95 qm,"48˚ 46' 15"", 11˚ 22' 51"""
Hackerspaces.org,Europe,Shackspace,Germany,"shack e.V., Ulmer Strasse 255, BW-70327, Stuttgart, Germany","Stuttgart, Baden-WÃ_rttemberg",,Makerspace/Hackerspace,info@shackspace.de,http://shackspace.de/,+49 (0)711 21729823,"48˚ 46' 37"", 9˚ 14' 8""",,,,https://www.facebook.com/shackspace,"Lasercutter, 3D Printer, Kitchen, Shower, 3D Scanner, Arcade, CNC, Drill Press, Welder, Air Compressor, Soldering Iron, Hot Air Rework Station, Sewing Machine, RIPE Atlas",,,https://wiki.hackerspaces.org/Shackspace,active,http://www.flickr.com/groups/shackspace,http://www.youtube.com/shackev,,http://lists.shackspace.de/mailman/listinfo/public,42007,,irc://irc.freenode.net/shackspace,40069,250,http://shackspace.de/wiki/,http://twitter.com/#!/shackspace,https://plus.google.com/113592717493434088009/posts,"8+ EUR/m (reduced), 20+ EUR/m (full), 50+ EUR/m (supporter)",,,Stuttgart,Baden-WÃ_rttemberg,,430 mÂ_,"48˚ 46' 37"", 9˚ 14' 8"""
Hackerspaces.org,Europe,PILARKTO.ORG - Open Laboratory e.V.,Germany,"Kriegsbergstra\xc3\x9fe 30, 70174, Stuttgart, Germany","Stuttgart, Baden-WÃ_rttemberg",,Makerspace/Hackerspace,kontakt@pilarkto.org,http://www.open-laboratory.de,,"48˚ 47' 4"", 9˚ 10' 39""",,,,http://www.facebook.com/OpenLaboratory,,,,https://wiki.hackerspaces.org/PILARKTO.ORG_-_Open_Laboratory_e.V.,active,,,,,40857,,,40280,36,http://wiki.openlab.de,,,,,,Stuttgart,Baden-WÃ_rttemberg,,340mÂ_,"48˚ 47' 4"", 9˚ 10' 39"""
Hackerspaces.org,Europe,Sunlab,France,"185 Avenue du G\xc3\xa9n\xc3\xa9ral Leclerc, 78220 Viroflay, 78220, Viroflay, France","Viroflay, IDF",N'hÃ©sitez pas Ã  aller voir le site pour connaitre nos horaires d'ouverture.,Makerspace/Hackerspace,,http://mysunlab.org/,,"48˚ 47' 59"", 2˚ 9' 39""",,,,https://www.facebook.com/mysunlabface,,,,https://wiki.hackerspaces.org/Sunlab,active,,,,,42265,maybe,,42168,50,,https://twitter.com/le_hatlab,,35 â‚¬ / yearly,,no,Viroflay,IDF,,,"48˚ 47' 59"", 2˚ 9' 39"""
Hackerspaces.org,Europe,Munich Maker Lab,Germany,"Baierbrunner Str. 28, 81379, Munich, Germany","Munich, Bavaria",,Makerspace/Hackerspace,,https://munichmakerlab.de/,,"48˚ 5' 47"", 11˚ 31' 53""",,,,,"3D Printer, Soldering Iron, Hot Air Rework Station, RIPE Atlas, Lasercutter",,,https://wiki.hackerspaces.org/Munich_Maker_Lab,active,,,,http://lists.munichmakerlab.de/,42092,,irc://irc.hackint.org/munichmakerlab,41671,20,https://wiki.munichmakerlab.de/wiki/,https://twitter.com/munichmakerlab,,"20 EUR per month
10 EUR per month for everyone under 18",,,Munich,Bavaria,http://www.meetup.com/The-Hacking-Room-Project-Munich/,80mÂ_,"48˚ 5' 47"", 11˚ 31' 53"""
Hackerspaces.org,Europe,Degghack,Germany,"Deggendorf, Germany","Deggendorf, Bavaria",,Makerspace/Hackerspace,,,,"48˚ 50' 0"", 12˚ 57' 37""",,,,,,,,https://wiki.hackerspaces.org/Degghack,planned,,,,,40394,,,,,,,,,,,Deggendorf,Bavaria,,,"48˚ 50' 0"", 12˚ 57' 37"""
Hackerspaces.org,Europe,HackEns,France,"Paris, France","Paris, Ile de France","The aim of hackEns is to gather students of the ENS to work on various projects: a RepRap V2 Mendel, musical instruments, robotics, wiimotes hacks, a PS2 keylogger...",Makerspace/Hackerspace,hackens_at_ens_dot_fr,http://hackens.org/,,"48˚ 50' 30"", 2˚ 20' 38""",,,,,,,,https://wiki.hackerspaces.org/HackEns,active,,,,http://www.spi.ens.fr/sympa/index.html,41786,,irc://irc.ulminfo.fr/hackens,40450,~15,,,,"No fee, but since its a student club of the ENS, it\'s kind of complicated to be a member if your not from the school.\nIt is however possible to become a member of the ""Association des \xc3\xa9l\xc3\xa8ves de l\'ENS"" for 50\xe2\x82\xac if you\'re not from the school and then be a member of Hackens., This was the official administrative gibberish, anyone can come for free, ;-).",,,Paris,Ile de France,,~20mÂ_ dedicated cellar + the rest of the school...,"48˚ 50' 30"", 2˚ 20' 38"""
Hackerspaces.org,Europe,PMClab,France,"Tour 32-33 salle 111, 4, place Jussieu, 75005 Paris, Paris, France","Paris, Ile de France",,Makerspace/Hackerspace,contact@pmclab.fr,http://pmclab.fr,,"48˚ 50' 50"", 2˚ 21' 23""",,,,https://facebook.com/PMClab,"3D Scanner, 3D Printer, CNC, Soldering Iron, Drill Press, Hot Air Rework Station",,,https://wiki.hackerspaces.org/PMClab,active,,,,,41935,maybe,,41575,93,http://pmclab.fr/dokuwiki,https://twitter.com/PMClab,,10EUR per academic year.,,no,Paris,Ile de France,,120mÂ_,"48˚ 50' 50"", 2˚ 21' 23"""
Hackerspaces.org,Europe,BlackBoxe,France,"20 rue de Reuilly, 75012, Paris, France","Paris, Ile de France","A parisian Hackerspace, hack & art/interaction/recycle/3d/electronix oriented.
Feel free to drop by if you want to sit and work, we'll find a place for you.
Chat is on the wednesday event, bring food/drink if you want.
We're in a squat, so just ask for Blackboxe.",Makerspace/Hackerspace,core ^^at^^ blackboxe.org,http://blackboxe.org/,,"48˚ 50' 54"", 2˚ 23' 7""",,,,,,,,https://wiki.hackerspaces.org/BlackBoxe,active,,,,https://listes.minet.net/cgi-bin/mailman/listinfo/blackboxe,41879,yes,irc://irc.freenode.net/blackboxe,,,http://wiki.blackboxe.org/,,,free donation,,yes,Paris,Ile de France,wednesday 19h-24h,80m2,"48˚ 50' 54"", 2˚ 23' 7"""
Hackerspaces.org,Europe,Fabelier,France,"Paris, France","Paris, Ile de France",,Makerspace/Hackerspace,admin@fabelier.org,http://fabelier.org,,"48˚ 51' 11"", 2˚ 21' 44""",,,,,"3D Printer, Kitchen, Soldering Iron, CNC, Lasercutter",,,https://wiki.hackerspaces.org/Fabelier,active,,,,https://groups.google.com/group/fabelier,41661,,,,120,http://fabelier.org/wiki,@fabelier,,0$,,,Paris,Ile de France,,60m2,"48˚ 51' 11"", 2˚ 21' 44"""
Hackerspaces.org,Europe,EmancipoLab,france,"La petite rockette - EmancipoLab, 125 rue du chemin vert, 75011, Paris, france","Paris, ",,Makerspace/Hackerspace,emancipolab@gmail.com,,,"48˚ 51' 43"", 2˚ 23' 4""",,,,,"3D Printer, 3D Scanner, Lathe, Welder, Air Compressor, Soldering Iron, Sewing Machine, Oscilloscope""Oscilloscope"" is not in the list of possible values (3D Printer, 3D Scanner, Arcade, Brewery, CNC, Kitchen, Lasercutter, Shower, Slush Machine, RIPE Atlas, Lathe, Drill Press, Welder, Air Compressor, Portable Bandsaw, Soldering Iron, Hot Air Rework Station, Sewing Machine, Serger) for this property.",,,https://wiki.hackerspaces.org/EmancipoLab,active,,,,,42191,maybe,,41646,3,,,,not fixed yet,,maybe,Paris,,,45 mÂ_,"48˚ 51' 43"", 2˚ 23' 4"""
Hackerspaces.org,Europe,Artlab,France,"13 rue des \xc3\xa9cluses saint martin, 75010, Paris, France","Paris, Ile de France",,Makerspace/Hackerspace,artlab@digitalarti.com,http://www.digitalarti.com/artlab,,"48˚ 52' 37"", 2˚ 21' 58""",,,,,"3D Printer, Kitchen, CNC, Soldering Iron, ",,,https://wiki.hackerspaces.org/Artlab,active,,,,,41566,,,,,,,,"No general admission fee. The Artlab welcomes motivated people as technicians, artists in residency, visitors in research, attendees of weekly or monthly events for hackers and developers...
3 full-time persons + many people giving a hand on several projects",,,Paris,Ile de France,,100mÂ_,"48˚ 52' 37"", 2˚ 21' 58"""
Hackerspaces.org,Europe,La Paillasse,France,"226 rue Saint Denis, 92130, Paris, France","Paris, Ile de France","The biohacklab meets every thursday starting at 8pm in Paris (226 rue Saint Denis 75002 Paris), France.Â See [1]",Makerspace/Hackerspace,contact@lapaillasse.org,http://www.lapaillasse.org/,,"48˚ 52' 5"", 2˚ 21' 8""",,,,https://www.facebook.com/groups/206707586012941/,,,,https://wiki.hackerspaces.org/La_Paillasse,active,,,,http://lists.tmplab.org/listinfo.cgi/biohacklab-tmplab.org,41868,yes,,40678,About 60,,https://twitter.com/lapaillasse,,From 20 euros yearly,,yes,Paris,Ile de France,,750 m2,"48˚ 52' 5"", 2˚ 21' 8"""
Hackerspaces.org,Europe,Eugramac/XMP,France,"Saint-Germain-en-Laye, France","Saint-Germain-en-Laye, Ile de France",,Makerspace/Hackerspace,,,,"48˚ 53' 35"", 2˚ 4' 14""",,,,Eugramac premier,,,,https://wiki.hackerspaces.org/Eugramac/XMP,building,,,,,41168,,,,8,,,,it's free,,,Saint-Germain-en-Laye,Ile de France,,,"48˚ 53' 35"", 2˚ 4' 14"""
Hackerspaces.org,Europe,Electrolab,France,"52 rue Paul Lescop, 92000 Nanterre, Nanterre, France","Nanterre, Ile de France",,Makerspace/Hackerspace,contact@electrolab.fr,http://www.electrolab.fr,,"48˚ 53' 43"", 2˚ 11' 11""",,,"48.8951, 2.18657",,"3D Printer, CNC, Kitchen, Lathe, Drill Press, Welder, Air Compressor, Portable Bandsaw, Soldering Iron, Hot Air Rework Station, Sewing Machine, Serger, Lasercutter",,,https://wiki.hackerspaces.org/Electrolab,active,,,,electrolab@electrolab.fr,42059,maybe,electrolab@irc.freenode.net,40385,>100,http://wiki.electrolab.fr,,,15â‚¬/month (half price for starving hackers),,,Nanterre,Ile de France,,1500mÂ_ by march 2014,"48˚ 53' 43"", 2˚ 11' 11"""
Hackerspaces.org,Europe,HZV,France,"Saint Ouen, France","Saint Ouen, Seine Saint Denis","Since 7 years, HZV organizes the ""Nuit du Hack"" (http://www.nuitduhack.com) which takes place every year in Paris.",Makerspace/Hackerspace,meeting@hackerzvoice.net,https://www.hackerzvoice.net,33178765573,"48˚ 54' 15"", 2˚ 19' 52""",,,,,,,,https://wiki.hackerspaces.org/HZV,active,,,,,40798,,irc.hackerzvoice.net #hzv,37356,100,,,,Free,,,Saint Ouen,Seine Saint Denis,,300mÂ_,"48˚ 54' 15"", 2˚ 19' 52"""
Hackerspaces.org,Europe,Breizh Entropy,France,"Rennes, France","Rennes, Brittany",Stay tunedÂ !,Makerspace/Hackerspace,contact@breizh-entropy.org,http://breizh-entropy.org/,,"48˚ 6' 24"", -1˚ 39' 4""",,,"48.1068, -1.65119",,,,,https://wiki.hackerspaces.org/Breizh_Entropy,active,,,,http://lists.breizh-entropy.org,41380,,irc://irc.freenode.net/breizh-entropy,40452,~20,http://wiki.breizh-entropy.org/,,,Free subscription,,,Rennes,Brittany,,~40mÂ_,"48˚ 6' 24"", -1˚ 39' 4"""
Hackerspaces.org,Europe,Apollo-NG Mobile Hackerspace,Germany,"Munich, Germany","Munich, Bavaria","We also try to keep the spirit of local talks/workshops and more inter-hackerspace connectivity, so checkout the Apollo-NG Event Calendar, subscribe to the calendar- and Mission-Log feeds, join our mailinglists or visit us on IRC.",Makerspace/Hackerspace,,https://apollo.open-resource.org,,"48˚ 6' 43"", 11˚ 42' 8""",,,,,,,,https://wiki.hackerspaces.org/Apollo-NG_Mobile_Hackerspace,active/Launch-Site open ,,,,https://apollo.open-resource.org/contact:start,40990,,https://apollo.open-resource.org/contact:start,40787,,,,,None,,,Munich,Bavaria,,,"48˚ 6' 43"", 11˚ 42' 8"""
Hackerspaces.org,Europe,Micro,Germany,"BY-81377, Munich, Germany","Munich, Bavaria",Âµ|Â©Â®0 â€” TWD has to take a small start.,Makerspace/Hackerspace,,http://santa.fnord.cx/,,"48˚ 6' 44"", 11˚ 30' 48""",,,,,,,,https://wiki.hackerspaces.org/Micro,reformatting,,,,,42103,,ircs://irc.darkfasel.net/#santa,39956,12,http://santa.fnord.cx/h4X/,,,0,,,Munich,Bavaria,,2,"48˚ 6' 44"", 11˚ 30' 48"""
Hackerspaces.org,Europe,FabLab Munich,Germany,"Munich, Germany","Munich, Bavaria",,Makerspace/Hackerspace,,http://www.fablab-muenchen.de/,,"48˚ 8' 13"", 11˚ 32' 2""",,,,http://facebook.com/FabLabMuc,,,,https://wiki.hackerspaces.org/FabLab_Munich,active,,,,,41816,,,40358,140,http://wiki.fablab-muenchen.de/,http://twitter.com/FabLabMuc,,"regular 28EUR/month, concessions  18EUR/month",,,Munich,Bavaria,,125m2,"48˚ 8' 13"", 11˚ 32' 2"""
Hackerspaces.org,Europe,Progressbar,Slovakia,"Bratislava, Slovakia","Bratislava, Bratislava","On demand we are ready to expand the coverage to other hardware activities like LEGO, woodwork, plastic pipework etc.",Makerspace/Hackerspace,general-discussion@lists.progressbar.sk,https://www.progressbar.sk,+421 2 326 032 87,"48˚ 8' 38"", 17˚ 6' 23""",,,,https://facebook.com/progressbar,,,,https://wiki.hackerspaces.org/Progressbar,active,,http://www.youtube.com/user/progressbarsk,,general-discussion@lists.progressbar.sk,41615,,"irc://irc.freenode.net/#progressbar, silc://silc.digmia.com or 5-meo-dmt.com, channel progressbar",40330,25,http://wiki.progressbar.sk,http://twitter.com/progressbarsk,,"for now 10 EUR/month for students, and 20 EUR for non-students/month.",,,Bratislava,Bratislava,,144 mÂ_,"48˚ 8' 38"", 17˚ 6' 23"""
Hackerspaces.org,Europe,MuCCC,Germany,"He\xc3\x9fstr. 90, 80797, Munich, Germany","Munich, Bavaria",,Makerspace/Hackerspace,mailto:info@muc.ccc.de,http://muc.ccc.de/,,"48˚ 9' 13"", 11˚ 33' 37""",,,,,"3D Printer, Kitchen, Lasercutter, Air Compressor, Soldering Iron, Hot Air Rework Station, Welder, RIPE Atlas",,,https://wiki.hackerspaces.org/MuCCC,active,,,,mailto:talk_at_lists.muc.ccc.de,42166,,ircs://irc.darkfasel.net/#ccc,39600,about 130,https://wiki.muc.ccc.de/,,,monthly 20 EUR or 10 EUR,,,Munich,Bavaria,,>90mÂ_,"48˚ 9' 13"", 11˚ 33' 37"""
Hackerspaces.org,Europe,Entropia,Germany,"Steinstr. 23, 76133, Karlsruhe, Germany","Karlsruhe, Baden-WÃ_rttemberg","We do <3 talks, workshops and partying.",Makerspace/Hackerspace,info@entropia.de,https://entropia.de/,,"49˚ 0' 24"", 8˚ 24' 27""",,,,,,,,https://wiki.hackerspaces.org/Entropia,active,,,,https://bl0rg.net/cgi-bin/mailman/listinfo/news,42068,,irc://irc.hackint.eu/entropia,37028,90,https://entropia.de/,,,6-12 â‚¬ per month,,,Karlsruhe,Baden-WÃ_rttemberg,,57mÂ_+x,"49˚ 0' 24"", 8˚ 24' 27"""
Hackerspaces.org,Europe,Binary Kitchen,Germany,"Walderdorffstr. 13b, 93053, Regensburg, Germany","Regensburg, Bavaria",,Makerspace/Hackerspace,,http://www.binary-kitchen.de/,,"49˚ 0' 35"", 12˚ 7' 8""",,,,https://www.facebook.com/binarykitchen,"3D Printer, Kitchen, RIPE Atlas, Soldering Iron",,,https://wiki.hackerspaces.org/Binary_Kitchen,active,,,,http://lists.binary-kitchen.de/listinfo/allgemein,42166,,irc://irc.hackint.eu/#binary-kitchen,41297,60,http://www.binary-kitchen.de/wiki/,https://twitter.com/binary_kitchen,https://plus.google.com/114629247155091236448,"Reduced: 9\xe2\x82\xac+/month, Normal: 23\xe2\x82\xac+/month",,,Regensburg,Bavaria,,~80mÂ_,"49˚ 0' 35"", 12˚ 7' 8"""
Hackerspaces.org,Europe,Planraum makerspace,Germany,"Auweg 42a, 93055, Ratisbon, Germany","Ratisbon, Bavaria","Check our public calendar for events and please register for an event, since we want to give everyone a warm welcome and have short introductional programes for newcomers.",Makerspace/Hackerspace,,http://planraum.org/,,"49˚ 0' 57"", 12˚ 7' 52""",,,,,,,,https://wiki.hackerspaces.org/Planraum_makerspace,active,,,,,41767,,,40391,12,,,,20 EURO monthly,,,Ratisbon,Bavaria,,1 x 42 mÂ_,"49˚ 0' 57"", 12˚ 7' 52"""
Hackerspaces.org,Europe,LUGR,Germany,"Lederergasse 25, 93047 Regensburg-, Regensburg, Germany","Regensburg, Bavaria",There is no rule that says that hackerspaces here have to be persistent. However the place is there persistently and its open when we're there or when there is some other official happening there. Look at the lederer homepage for dates.,Makerspace/Hackerspace,,http://www.lugr.de,,"49˚ 1' 20"", 12˚ 5' 8""",,,,,,,,https://wiki.hackerspaces.org/LUGR,active,,,,lugr@lugr.de,40112,,,39527,20,http://ccc-regensburg.de,,,free for members of the LUGR and CCCR. Different Groups have to become member of the L.E.D.E.R.E.R e.V. (50 EUR p.m.) to gain access!,jabber.lugr.de,,Regensburg,Bavaria,,100,"49˚ 1' 20"", 12˚ 5' 8"""
Hackerspaces.org,Canada,Makerspace Nanaimo,Canada,"2221 McGarrigle Road, BC-V9S 4M4, Nanaimo, Canada","Nanaimo, British Columbia",We're now in our new space and building with a vengeance. Come join us! Drop in hours: Tuesday evenings and Saturday mornings.,Makerspace/Hackerspace,info@makerspacenanaimo.org,https://makerspacenanaimo.org,(778) 762-0812,"49˚ 11' 37"", -123˚ 58' 58""",,,,https://www.facebook.com/MakerspaceNanaimo,,,,https://wiki.hackerspaces.org/Makerspace_Nanaimo,active,,,,,42298,yes,https://makerspacenanaimo.org/irc/,,About 50,http://wiki.makerspacenanaimo.org/,https://twitter.com/NanaimoMakers,https://plus.google.com/115996032057327946127,$40.00 CAD per month or $440/year. $30.00/month for 1st 2 months with PayPal subscription. 24x7 access for all members.,,,Nanaimo,British Columbia,,3400 ftÂ_,"49˚ 11' 37"", -123˚ 58' 58"""
Hackerspaces.org,Canada,Maker Cube - Surrey Makerspace,Canada,"Unit 202 - 10663 King George Blvd., V3T 2X6, Surrey, Canada","Surrey, British Columbia",,Makerspace/Hackerspace,makercubesurrey@gmail.com,https://makercube.ca,1-604-754-8882,"49˚ 11' 47"", -122˚ 50' 43""",,,,www.facebook.com/MakerCubeSurrey,"3D Printer, CNC, Air Compressor, Soldering Iron, Sewing Machine",,,https://wiki.hackerspaces.org/Maker_Cube_-_Surrey_Makerspace,active,,,,,42202,"""Yes"" is not in the list of possible values (yes, no, maybe) for this property.",,42156,25,,twitter.com/MakerCube,,"$100/Month - Keyholder Member
$25/Month - Drop-in Member
Free - Check out the space for a day or two",,"""No"" is not in the list of possible values (yes, no, maybe) for this property.",Surrey,British Columbia,,850 ft^2,"49˚ 11' 47"", -122˚ 50' 43"""
Hackerspaces.org,Europe,LABio,France,"Senlis, France","Senlis, ",,Makerspace/Hackerspace,asso.labio@gmail.com,http://www.asso-labio.fr/,,"49˚ 12' 0"", 2˚ 34' 55""",,,,https://www.facebook.com/asso.labio,,,,https://wiki.hackerspaces.org/LABio,active,,,,,42271,yes,,41737,10,,,,"10â‚¬ a month, 5â‚¬ for students and unemployed",,no,Senlis,,,~150mÂ_,"49˚ 12' 0"", 2˚ 34' 55"""
Hackerspaces.org,Europe,Base48,Czech Republic,"Brno, Czech Republic","Brno, ","If you want to join/visit us, just come on our regular session on thursday or check our web page.",Makerspace/Hackerspace,,http://base48.cz,,"49˚ 12' 14"", 16˚ 35' 40""",,,,,,,,https://wiki.hackerspaces.org/Base48,active,,,,http://lists.base48.cz/mailman/listinfo/public,41021,,irc://irc.freenode.net/base48,40375,~ 20,http://wiki.base48.cz/,,,400 CZK per month  (200 CZK for students),,,Brno,,,62 m2,"49˚ 12' 14"", 16˚ 35' 40"""
